Figure generated with AnalysisWaterTAP tools
Map data for LCOW ($/m^3),
First column is Water recovery (%)
First row is Feed TDS (g/L)
Internal data is LCOW ($/m^3)
,5.0,32.22222,59.44444,86.66667,113.88889,141.11111,168.33333,nan
30.0,0.40583754073902767,0.7310235125096031,1.0839557418293322,2.4562273363791194,5.580957871974978,10.706729543367295,18.356000654746502,nan
36.66667,0.3471818776989186,0.6470384003761923,0.9772510253175039,2.4789982869119447,5.683450148289748,10.757413195020266,nan,nan
43.33333,0.30766489685867165,0.5947345691308974,1.080531272124205,2.726153247675312,5.9944820995510435,11.403121576946026,nan,nan
50.0,0.2788984747011127,0.5645683178462029,1.1328173383130549,3.0042979592919936,6.685577354074241,nan,nan,nan
56.66667,0.25756136278961744,0.5532553488534314,1.2673581042428956,3.5265684005668696,nan,nan,nan,nan
63.33333,0.24194571678620497,0.5621483213061534,1.567865828163832,4.37811953685669,nan,nan,nan,nan
70.0,0.23149916194892525,0.6057708834638548,2.0387411656871857,nan,nan,nan,nan,nan
76.66667,0.2271742366951744,0.7433315268721727,2.946485405073493,nan,nan,nan,nan,nan
83.33333,0.2339964905055815,1.0767770315772758,nan,nan,nan,nan,nan,nan
90.0,0.2568229623521704,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
